query_id	entity_id	entity_type	genre	web_search?	wiki_text?	unknown?
EDL14_ENG_TRAINING_1307	E0005168	PER	DF	Y	Y	N
EDL14_ENG_TRAINING_1308	NIL0393	PER	WB	N	N	Y
EDL14_ENG_TRAINING_1309	E0466642	GPE	WB	N	N	N
EDL14_ENG_TRAINING_1310	NIL0102	PER	NW	N	N	N
EDL14_ENG_TRAINING_1311	NIL0394	ORG	DF	Y	Y	N
EDL14_ENG_TRAINING_1312	NIL0395	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1313	NIL0396	PER	NW	N	N	N
EDL14_ENG_TRAINING_1314	NIL0397	ORG	WB	N	N	N
EDL14_ENG_TRAINING_1315	NIL0159	PER	NW	N	N	N
EDL14_ENG_TRAINING_1316	E0246226	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1317	E0218694	PER	WB	N	N	N
EDL14_ENG_TRAINING_1318	E0679687	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1319	E0306609	ORG	WB	N	N	N
EDL14_ENG_TRAINING_1320	E0315728	PER	NW	N	N	N
EDL14_ENG_TRAINING_1321	NIL0085	GPE	WB	Y	Y	N
EDL14_ENG_TRAINING_1322	E0024433	PER	NW	N	N	N
EDL14_ENG_TRAINING_1323	E0679687	GPE	DF	N	N	N
EDL14_ENG_TRAINING_1324	NIL0052	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1325	E0308710	PER	NW	N	N	N
EDL14_ENG_TRAINING_1326	E0128640	PER	DF	N	N	N
EDL14_ENG_TRAINING_1327	E0679687	GPE	DF	N	N	N
EDL14_ENG_TRAINING_1328	E0171454	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1329	E0208961	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_1330	NIL0398	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1331	NIL0145	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_1332	NIL0290	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1333	E0190445	PER	WB	N	Y	N
EDL14_ENG_TRAINING_1334	NIL0399	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1335	E0010160	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1336	NIL0231	PER	DF	N	N	N
EDL14_ENG_TRAINING_1337	E0201977	PER	DF	N	N	N
EDL14_ENG_TRAINING_1338	E0585369	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1339	E0481877	PER	NW	N	Y	N
EDL14_ENG_TRAINING_1340	E0481877	PER	NW	N	Y	N
EDL14_ENG_TRAINING_1341	NIL0400	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1342	NIL0344	PER	NW	N	N	N
EDL14_ENG_TRAINING_1343	E0212023	PER	DF	N	Y	N
EDL14_ENG_TRAINING_1344	E0682398	PER	DF	N	Y	N
EDL14_ENG_TRAINING_1345	E0795301	PER	WB	N	Y	N
EDL14_ENG_TRAINING_1346	E0256871	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1347	E0243415	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1348	E0315026	PER	NW	N	N	N
EDL14_ENG_TRAINING_1349	E0777095	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1350	E0763339	PER	NW	N	N	N
EDL14_ENG_TRAINING_1351	NIL0040	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_1352	E0170658	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1353	E0158073	PER	WB	Y	Y	N
EDL14_ENG_TRAINING_1354	NIL0401	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1355	E0679687	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_1356	E0812522	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1357	NIL0402	PER	NW	Y	N	N
EDL14_ENG_TRAINING_1358	E0817946	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_1359	NIL0403	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_1360	E0493745	PER	DF	N	N	N
EDL14_ENG_TRAINING_1361	E0732636	PER	NW	N	N	N
EDL14_ENG_TRAINING_1362	NIL0404	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1363	NIL0090	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1364	E0168760	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1365	NIL0045	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1366	NIL0405	PER	NW	Y	N	N
EDL14_ENG_TRAINING_1367	NIL0157	PER	NW	N	N	N
EDL14_ENG_TRAINING_1368	E0141366	PER	NW	N	N	N
EDL14_ENG_TRAINING_1369	E0384127	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1370	NIL0406	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1371	NIL0407	PER	NW	N	Y	N
EDL14_ENG_TRAINING_1372	NIL0385	GPE	WB	Y	Y	N
EDL14_ENG_TRAINING_1373	E0693140	ORG	DF	N	N	N
EDL14_ENG_TRAINING_1374	NIL0147	ORG	DF	Y	Y	N
EDL14_ENG_TRAINING_1375	NIL0036	PER	WB	Y	N	N
EDL14_ENG_TRAINING_1376	E0557250	PER	DF	N	N	N
EDL14_ENG_TRAINING_1377	NIL0011	PER	DF	N	N	N
EDL14_ENG_TRAINING_1378	E0168820	PER	WB	N	N	N
EDL14_ENG_TRAINING_1379	NIL0408	PER	NW	Y	N	N
EDL14_ENG_TRAINING_1380	NIL0107	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_1381	NIL0409	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_1382	E0743050	PER	DF	N	N	N
EDL14_ENG_TRAINING_1383	NIL0410	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_1384	E0761408	PER	NW	N	N	N
EDL14_ENG_TRAINING_1385	NIL0004	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1386	NIL0148	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_1387	E0228266	PER	DF	N	N	N
EDL14_ENG_TRAINING_1388	NIL0170	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1389	NIL0179	PER	WB	Y	Y	N
EDL14_ENG_TRAINING_1390	E0491897	PER	WB	N	N	N
EDL14_ENG_TRAINING_1391	E0403485	PER	DF	Y	Y	N
EDL14_ENG_TRAINING_1392	NIL0279	GPE	WB	N	N	N
EDL14_ENG_TRAINING_1393	E0024433	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_1394	NIL0054	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1395	NIL0411	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_1396	E0382887	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_1397	E0042067	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_1398	E0404325	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_1399	E0604067	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1400	NIL0170	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1401	NIL0412	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_1402	NIL0111	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1403	E0682398	PER	DF	N	Y	N
EDL14_ENG_TRAINING_1404	NIL0024	ORG	WB	N	N	N
EDL14_ENG_TRAINING_1405	E0263422	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1406	NIL0413	PER	WB	N	N	Y
EDL14_ENG_TRAINING_1407	E0315026	PER	NW	N	N	N
EDL14_ENG_TRAINING_1408	E0302201	PER	NW	N	N	N
EDL14_ENG_TRAINING_1409	E0005018	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1410	E0625376	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_1411	E0428472	PER	NW	N	N	N
EDL14_ENG_TRAINING_1412	E0423325	ORG	WB	N	N	N
EDL14_ENG_TRAINING_1413	NIL0414	PER	NW	Y	N	N
EDL14_ENG_TRAINING_1414	E0185795	ORG	WB	N	N	N
EDL14_ENG_TRAINING_1415	NIL0415	PER	DF	N	N	N
EDL14_ENG_TRAINING_1416	E0679687	GPE	DF	N	N	N
EDL14_ENG_TRAINING_1417	NIL0416	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1418	E0482116	PER	WB	N	N	N
EDL14_ENG_TRAINING_1419	E0673722	PER	DF	N	N	N
EDL14_ENG_TRAINING_1420	E0208961	ORG	WB	N	N	N
EDL14_ENG_TRAINING_1421	E0418540	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_1422	E0794790	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_1423	NIL0417	PER	NW	N	Y	N
EDL14_ENG_TRAINING_1424	NIL0418	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1425	E0100183	PER	NW	N	N	N
EDL14_ENG_TRAINING_1426	NIL0148	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_1427	E0754079	PER	NW	Y	N	N
EDL14_ENG_TRAINING_1428	NIL0419	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_1429	E0201977	PER	DF	N	N	N
EDL14_ENG_TRAINING_1430	NIL0420	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1431	E0679687	GPE	DF	N	N	N
EDL14_ENG_TRAINING_1432	NIL0332	PER	WB	N	N	Y
EDL14_ENG_TRAINING_1433	E0217761	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_1434	E0505729	PER	NW	N	N	N
EDL14_ENG_TRAINING_1435	E0269501	PER	DF	N	N	N
EDL14_ENG_TRAINING_1436	NIL0421	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1437	E0679687	GPE	DF	N	N	N
EDL14_ENG_TRAINING_1438	E0777095	ORG	DF	Y	Y	N
EDL14_ENG_TRAINING_1439	NIL0386	ORG	DF	Y	Y	N
EDL14_ENG_TRAINING_1440	E0305657	PER	DF	N	N	N
EDL14_ENG_TRAINING_1441	E0201977	PER	DF	N	N	N
EDL14_ENG_TRAINING_1442	E0141366	PER	NW	N	N	N
EDL14_ENG_TRAINING_1443	NIL0056	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_1444	E0745362	PER	NW	N	N	N
EDL14_ENG_TRAINING_1445	E0642032	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_1446	E0366103	ORG	DF	Y	N	N
EDL14_ENG_TRAINING_1447	NIL0373	PER	DF	N	N	N
EDL14_ENG_TRAINING_1448	E0721872	ORG	DF	N	N	N
EDL14_ENG_TRAINING_1449	NIL0348	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_1450	E0769300	GPE	WB	N	N	N
EDL14_ENG_TRAINING_1451	E0679687	GPE	DF	N	N	N
EDL14_ENG_TRAINING_1452	E0168820	PER	WB	N	N	N
EDL14_ENG_TRAINING_1453	E0654418	GPE	NW	Y	N	N
EDL14_ENG_TRAINING_1454	E0006404	PER	DF	N	Y	N
EDL14_ENG_TRAINING_1455	E0315026	PER	NW	N	N	N
EDL14_ENG_TRAINING_1456	E0212023	PER	DF	N	Y	N
EDL14_ENG_TRAINING_1457	E0496842	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_1458	E0564682	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_1459	E0806259	PER	DF	N	N	N
EDL14_ENG_TRAINING_1460	NIL0182	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_1461	E0438229	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_1462	E0383775	PER	DF	N	N	N
EDL14_ENG_TRAINING_1463	E0338923	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1464	E0419726	PER	NW	N	N	N
EDL14_ENG_TRAINING_1465	NIL0422	PER	WB	N	N	Y
EDL14_ENG_TRAINING_1466	E0141366	PER	NW	N	N	N
EDL14_ENG_TRAINING_1467	E0512959	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_1468	E0594272	GPE	WB	N	N	N
EDL14_ENG_TRAINING_1469	NIL0423	PER	NW	Y	N	N
EDL14_ENG_TRAINING_1470	E0644153	PER	WB	N	N	N
EDL14_ENG_TRAINING_1471	NIL0424	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_1472	E0161630	PER	NW	N	N	N
EDL14_ENG_TRAINING_1473	NIL0425	PER	NW	Y	N	N
EDL14_ENG_TRAINING_1474	NIL0426	ORG	NW	Y	N	Y
EDL14_ENG_TRAINING_1475	NIL0015	PER	NW	N	Y	N
EDL14_ENG_TRAINING_1476	E0276615	PER	DF	N	Y	N
EDL14_ENG_TRAINING_1477	E0811943	PER	DF	N	Y	N
EDL14_ENG_TRAINING_1478	E0679687	GPE	DF	N	N	N
EDL14_ENG_TRAINING_1479	E0679687	GPE	DF	N	N	N
EDL14_ENG_TRAINING_1480	NIL0122	PER	NW	Y	N	N
EDL14_ENG_TRAINING_1481	E0063287	PER	NW	N	Y	N
EDL14_ENG_TRAINING_1482	E0679687	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_1483	NIL0427	PER	DF	Y	Y	Y
EDL14_ENG_TRAINING_1484	E0679687	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1485	NIL0246	PER	DF	N	N	N
EDL14_ENG_TRAINING_1486	NIL0428	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1487	E0662311	PER	WB	N	Y	N
EDL14_ENG_TRAINING_1488	E0315026	PER	NW	N	N	N
EDL14_ENG_TRAINING_1489	NIL0429	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1490	NIL0052	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1491	E0147250	GPE	WB	N	N	N
EDL14_ENG_TRAINING_1492	NIL0273	ORG	WB	N	N	N
EDL14_ENG_TRAINING_1493	E0054469	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_1494	E0784459	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1495	E0767323	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1496	NIL0430	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_1497	E0498091	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1498	E0076734	PER	NW	N	N	N
EDL14_ENG_TRAINING_1499	NIL0431	ORG	WB	Y	Y	N
EDL14_ENG_TRAINING_1500	NIL0432	PER	NW	N	N	N
EDL14_ENG_TRAINING_1501	NIL0433	PER	NW	N	Y	N
EDL14_ENG_TRAINING_1502	E0506233	PER	DF	N	N	N
EDL14_ENG_TRAINING_1503	NIL0092	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1504	E0195040	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_1505	NIL0336	PER	NW	N	N	N
EDL14_ENG_TRAINING_1506	NIL0142	PER	NW	N	N	N
EDL14_ENG_TRAINING_1507	NIL0434	PER	NW	N	N	N
EDL14_ENG_TRAINING_1508	E0095210	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_1509	E0679687	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_1510	NIL0304	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1511	E0421523	PER	DF	N	N	N
EDL14_ENG_TRAINING_1512	E0557250	PER	DF	N	N	N
EDL14_ENG_TRAINING_1513	E0365587	PER	NW	N	Y	N
EDL14_ENG_TRAINING_1514	NIL0274	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_1515	E0468120	PER	DF	N	Y	N
EDL14_ENG_TRAINING_1516	E0384640	PER	NW	N	N	N
EDL14_ENG_TRAINING_1517	NIL0435	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1518	NIL0189	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1519	NIL0436	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1520	NIL0437	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1521	E0500494	PER	DF	N	N	N
EDL14_ENG_TRAINING_1522	NIL0030	PER	NW	N	N	N
EDL14_ENG_TRAINING_1523	E0728086	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1524	E0530900	GPE	WB	N	N	N
EDL14_ENG_TRAINING_1525	NIL0438	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1526	E0585369	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1527	E0679687	GPE	DF	N	N	N
EDL14_ENG_TRAINING_1528	E0462963	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1529	E0348211	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1530	NIL0439	GPE	NW	Y	N	N
EDL14_ENG_TRAINING_1531	E0679687	GPE	DF	Y	Y	N
EDL14_ENG_TRAINING_1532	E0253605	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1533	E0411501	PER	DF	N	Y	N
EDL14_ENG_TRAINING_1534	E0401466	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_1535	NIL0440	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_1536	E0777095	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1537	E0514184	ORG	WB	N	N	N
EDL14_ENG_TRAINING_1538	NIL0225	PER	NW	N	Y	N
EDL14_ENG_TRAINING_1539	E0748134	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_1540	E0383775	PER	DF	N	N	N
EDL14_ENG_TRAINING_1541	E0805223	PER	WB	N	N	N
EDL14_ENG_TRAINING_1542	NIL0131	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1543	E0218405	PER	DF	N	Y	N
EDL14_ENG_TRAINING_1544	E0228629	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_1545	NIL0441	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1546	NIL0442	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1547	NIL0148	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_1548	E0133000	ORG	WB	N	N	N
EDL14_ENG_TRAINING_1549	E0679687	GPE	DF	N	N	N
EDL14_ENG_TRAINING_1550	E0550909	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1551	NIL0443	ORG	DF	N	N	Y
EDL14_ENG_TRAINING_1552	E0622606	PER	DF	N	N	N
EDL14_ENG_TRAINING_1553	NIL0399	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1554	E0775129	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1555	NIL0444	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_1556	E0315026	PER	NW	N	N	N
EDL14_ENG_TRAINING_1557	E0625376	GPE	WB	N	N	N
EDL14_ENG_TRAINING_1558	NIL0445	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1559	E0689814	PER	NW	N	N	N
EDL14_ENG_TRAINING_1560	NIL0446	PER	WB	Y	Y	N
EDL14_ENG_TRAINING_1561	NIL0104	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1562	E0318795	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_1563	E0042067	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_1564	NIL0447	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1565	E0644153	PER	WB	N	N	N
EDL14_ENG_TRAINING_1566	NIL0448	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1567	E0397283	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1568	E0406058	GPE	WB	N	N	N
EDL14_ENG_TRAINING_1569	E0820998	PER	DF	N	N	N
EDL14_ENG_TRAINING_1570	NIL0151	PER	NW	Y	N	N
EDL14_ENG_TRAINING_1571	NIL0238	PER	DF	N	N	N
EDL14_ENG_TRAINING_1572	NIL0449	PER	DF	N	N	N
EDL14_ENG_TRAINING_1573	E0382887	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_1574	E0541831	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_1575	NIL0450	PER	WB	N	N	N
EDL14_ENG_TRAINING_1576	E0605604	GPE	WB	N	N	N
EDL14_ENG_TRAINING_1577	E0723880	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_1578	E0141366	PER	NW	N	N	N
EDL14_ENG_TRAINING_1579	NIL0451	PER	NW	N	Y	N
EDL14_ENG_TRAINING_1580	NIL0452	PER	WB	N	Y	Y
EDL14_ENG_TRAINING_1581	NIL0054	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1582	NIL0453	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1583	NIL0255	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1584	E0373654	GPE	WB	N	N	N
EDL14_ENG_TRAINING_1585	NIL0454	PER	WB	N	N	N
EDL14_ENG_TRAINING_1586	NIL0161	PER	NW	Y	N	N
EDL14_ENG_TRAINING_1587	E0440486	PER	NW	N	Y	N
EDL14_ENG_TRAINING_1588	NIL0145	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_1589	NIL0455	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_1590	E0315026	PER	NW	N	N	N
EDL14_ENG_TRAINING_1591	NIL0013	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1592	E0403278	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1593	NIL0255	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1594	NIL0456	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_1595	NIL0148	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_1596	E0339633	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1597	NIL0457	PER	DF	N	N	N
EDL14_ENG_TRAINING_1598	E0201977	PER	DF	N	N	N
EDL14_ENG_TRAINING_1599	E0006404	PER	DF	N	Y	N
EDL14_ENG_TRAINING_1600	NIL0313	GPE	DF	Y	Y	N
EDL14_ENG_TRAINING_1601	E0045765	GPE	DF	N	N	N
EDL14_ENG_TRAINING_1602	E0679734	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_1603	NIL0054	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1604	NIL0458	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_1605	E0373654	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1606	E0679687	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1607	E0748134	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_1608	NIL0222	PER	WB	Y	N	N
EDL14_ENG_TRAINING_1609	NIL0138	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_1610	NIL0459	ORG	WB	N	N	N
EDL14_ENG_TRAINING_1611	E0564946	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_1612	E0100324	PER	DF	N	Y	N
EDL14_ENG_TRAINING_1613	NIL0460	ORG	WB	Y	Y	N
EDL14_ENG_TRAINING_1614	NIL0461	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1615	NIL0299	PER	WB	N	N	N
EDL14_ENG_TRAINING_1616	E0801305	PER	DF	N	Y	N
EDL14_ENG_TRAINING_1617	NIL0462	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1618	E0410844	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_1619	E0018102	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1620	NIL0321	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1621	NIL0463	PER	DF	N	N	N
EDL14_ENG_TRAINING_1622	E0780497	PER	DF	N	Y	N
EDL14_ENG_TRAINING_1623	E0370549	PER	NW	N	N	N
EDL14_ENG_TRAINING_1624	NIL0464	PER	NW	N	Y	N
EDL14_ENG_TRAINING_1625	NIL0092	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1626	NIL0465	PER	NW	N	N	Y
EDL14_ENG_TRAINING_1627	E0541963	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1628	NIL0017	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_1629	E0438477	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1630	E0515659	PER	DF	N	N	N
EDL14_ENG_TRAINING_1631	E0600934	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_1632	NIL0011	PER	DF	N	N	N
EDL14_ENG_TRAINING_1633	NIL0434	PER	NW	N	N	N
EDL14_ENG_TRAINING_1634	NIL0442	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1635	NIL0255	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1636	NIL0466	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_1637	NIL0467	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1638	E0794790	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1639	NIL0134	PER	DF	Y	Y	N
EDL14_ENG_TRAINING_1640	NIL0468	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1641	E0076734	PER	NW	N	N	N
EDL14_ENG_TRAINING_1642	E0724792	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1643	E0065870	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_1644	E0468120	PER	DF	N	Y	N
EDL14_ENG_TRAINING_1645	NIL0151	PER	NW	Y	N	N
EDL14_ENG_TRAINING_1646	NIL0129	ORG	WB	Y	Y	N
EDL14_ENG_TRAINING_1647	NIL0469	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_1648	NIL0470	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1649	NIL0157	PER	NW	N	N	N
EDL14_ENG_TRAINING_1650	NIL0323	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_1651	NIL0125	PER	WB	Y	N	N
EDL14_ENG_TRAINING_1652	NIL0471	PER	DF	N	N	N
EDL14_ENG_TRAINING_1653	E0679687	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1654	E0600934	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_1655	E0404325	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_1656	NIL0472	PER	NW	N	N	N
EDL14_ENG_TRAINING_1657	NIL0473	PER	DF	N	Y	N
EDL14_ENG_TRAINING_1658	NIL0474	ORG	WB	N	N	N
EDL14_ENG_TRAINING_1659	E0168820	PER	WB	N	N	N
EDL14_ENG_TRAINING_1660	NIL0177	PER	NW	N	N	N
EDL14_ENG_TRAINING_1661	NIL0475	PER	NW	N	N	N
EDL14_ENG_TRAINING_1662	NIL0476	PER	DF	N	N	N
EDL14_ENG_TRAINING_1663	NIL0089	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_1664	E0484606	PER	NW	N	Y	N
EDL14_ENG_TRAINING_1665	E0719130	ORG	DF	N	N	N
EDL14_ENG_TRAINING_1666	NIL0238	PER	DF	N	N	N
EDL14_ENG_TRAINING_1667	NIL0477	PER	DF	N	N	N
EDL14_ENG_TRAINING_1668	NIL0053	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_1669	NIL0478	ORG	DF	Y	Y	N
EDL14_ENG_TRAINING_1670	NIL0479	ORG	NW	N	N	N
EDL14_ENG_TRAINING_1671	NIL0015	PER	NW	N	Y	N
EDL14_ENG_TRAINING_1672	NIL0480	PER	NW	N	N	N
EDL14_ENG_TRAINING_1673	NIL0290	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1674	NIL0094	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1675	E0404054	GPE	NW	N	N	N
EDL14_ENG_TRAINING_1676	E0721872	ORG	DF	N	N	N
EDL14_ENG_TRAINING_1677	E0817917	PER	NW	N	N	N
EDL14_ENG_TRAINING_1678	NIL0286	PER	DF	N	N	N
EDL14_ENG_TRAINING_1679	NIL0111	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_1680	E0359947	PER	NW	N	Y	N
EDL14_ENG_TRAINING_1681	NIL0481	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1682	E0109015	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_1683	NIL0004	PER	DF	N	N	Y
EDL14_ENG_TRAINING_1684	E0583976	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_1685	NIL0017	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_1686	E0104313	PER	NW	N	N	N
EDL14_ENG_TRAINING_1687	NIL0482	PER	DF	N	N	N
EDL14_ENG_TRAINING_1688	NIL0168	ORG	NW	Y	Y	N
